date,sentiment_score,credit_ratings_risk,us_china_trade_tariffs,global_economic_growth,us_domestic_politics,us_foreign_policy_geopolitics,index_earnings,monetary_policy_inflation,global_markets_commodities,banking_financial_markets,oil_energy_markets,tf_equity_markets,tf_central_bank_policy,tf_macro_economy,tf_bonds_credit_ratings,tf_banking_sector,tf_trade_geopolitics,tf_investor_sentiment_risk,tf_commodities_energy,tf_currency_fx,tf_corporate_earnings,index_change
2016-01-04,0.1935810983180999,0.00238638092,0.015734340406,0.076275973024,0.082410883114,0.039626187223,0.109943559034,0.203342948987,0.369820878982,0.0559178237029999,0.044541000404,0.9400585440950546,0.442680354105279,0.2852782147752011,0.218802195011504,0.1602501409742043,0.0374077810433173,0.1053756439597836,0.4075263438582363,0.6347640201635576,0.0473698545031889,0
2016-01-05,0.2405123714357614,0.0106160047591111,0.1397331831333333,0.0953697260877777,0.2168359552822222,0.0283373099744444,0.0251585281488888,0.0192952036966666,0.0819931294111111,0.3366124623222222,0.0460485195888888,0.7480889107236685,0.1973468579248677,0.182374674676839,0.2298147739577258,0.3452767659312109,0.1931131724062332,0.3089854694366694,0.2423014324454234,0.2597651266648634,0.091153181856032,1
2016-01-06,-0.0159099135547876,0.0001063293678999,0.011996056209,0.239254738585,0.019314760151,0.012879888468,0.111109600346,0.2403608709549999,0.104346117726,0.18378005903,0.07685157963,0.9195208930930638,0.3764306295081269,0.7164200916869693,0.1393538689212668,0.1281852497079796,0.1291523248162286,0.3356379241614009,0.3364785457213755,0.3894169204711011,0.0311067578539735,0
2016-01-07,0.0335507879033684,0.0829533100389,0.010896623956,0.109567294938,0.026695372252,0.104683155164,0.1614038089659999,0.363542664275,0.048349666425,0.0744540000049999,0.0174540675596,0.9161430463750314,0.7046077279940828,0.5348160769744078,0.1931459729712759,0.1384730032286572,0.148906948513981,0.1569267769912479,0.1708395429868329,0.5213228092566308,0.0320053019525923,0
2016-01-08,-0.2527306385338306,0.0723091164656,0.06608866338,0.123930074227,0.091070002566,0.033866822213,0.091832398457,0.175054123665,0.127264017609,0.1097490947249999,0.1088356623039999,0.6444265470890114,0.3173981580305765,0.5823987299431586,0.2368746805754683,0.0822539952135205,0.1709996749315553,0.1420533692443598,0.4698622090168866,0.3976194735834176,0.1273079686118885,0
2016-01-11,-0.1984183338470757,0.0005978214849,0.00514980659,0.193480099012,0.0155183174899999,0.016592328696,0.2146458292909999,0.18755095346,0.167036729824,0.1229630650999999,0.076465035116,1.0696328926022745,0.3847752348085324,0.5996133811977202,0.2857777297515395,0.1447993850469708,0.0903759174341459,0.2285282086352681,0.509073060006202,0.5515384385484848,0.2100359723510964,1
2016-01-12,0.3035116957500577,0.0856942494666666,0.0892800284355555,0.2076851144788889,0.0776536995544444,0.033948689235,0.0544131118911111,0.10590921153,0.1091350148042222,0.1571478444844444,0.0791330382766666,0.6834589049532924,0.2036994515336506,0.4167352274952849,0.3662607730464757,0.2830838095320599,0.0307652848519015,0.3845346941744466,0.2976901866463191,0.1373228365092397,0.1961658386954629,1
2016-01-13,0.2784847320988774,0.0039836777414,0.0389822591065,0.122842074367,0.142522549556,0.07178134217,0.102400577419,0.1958300019946,0.051867718342,0.177441430692,0.0923483516022,0.5672858892481637,0.4327357756260208,0.588724057303018,0.3697526431074403,0.1753652539129121,0.0984434397377217,0.18102508537061,0.4242476420968358,0.2132890066529139,0.1063964910164982,0
2016-01-14,-0.0890955493785441,0.0005489615797,0.005139402481,0.083547835988,0.009086682246,0.053720737202,0.167945660078,0.223033146933,0.270197986712,0.10328363248,0.083495933267,0.8216136381809358,0.6523077146547299,0.5651840699216734,0.3506815902367212,0.2110294465703269,0.0524966143506127,0.272216749689265,0.8088613576646202,0.3563908442657671,0.0562867630247116,1
2016-01-15,-0.3035644669085741,0.2175684819433999,0.026495205934,0.083506514864,0.073874579789,0.011062317149,0.010005604478,0.267766265762,0.1419849907455,0.099248089316,0.0684879636755999,0.4137369078901858,0.6945330828455016,0.5394851030584015,0.5074425885175742,0.216977331241917,0.0380524152474446,0.142314412072219,0.3917128651346708,0.2265477502323248,0.1246208491439517,0
2016-01-19,0.0933626901358365,0.0970833709474,0.1085867632919999,0.0921924475429999,0.031077705439,0.071065035631,0.1204836388776,0.065537907419,0.068891440489,0.2373362869,0.1077454059039999,0.5474274184743877,0.238915279939321,0.5113392807271371,0.25265884615529,0.3026810547791722,0.2874817191327539,0.3159193921328563,0.4606250673614014,0.1330336452940862,0.1084268541506925,1
2016-01-20,0.0209784671664237,0.0010375551804999,0.041383990727,0.133488556467,0.0289147148749999,0.066039486892,0.04896780211,0.154288363773,0.10073777004,0.3162573461999999,0.1088843873914,0.4232915475919312,0.3508658502070183,0.4521384475638942,0.3120328986643805,0.4985984039447407,0.1775593486737637,0.2526656711190304,0.6724732589301062,0.223213479682402,0.1335302967737934,0
2016-01-21,0.1986573435366153,0.0194625155706,0.037778049765,0.081511562916,0.0595074779149999,0.075735609862,0.1494598174599999,0.147828788893,0.0588612563005,0.27149963668,0.0983552962154,0.7518127947600585,0.4674268906952218,0.3558425090065738,0.1787209420392164,0.5246284153080806,0.1856487402151476,0.2747737854276837,0.4020042648977437,0.1542052732264896,0.2177942357835816,1
2016-01-22,-0.0977051556110382,0.0771254913115,0.042235678763,0.078098604079,0.026667166366,0.128365652344,0.157417269274,0.065869886586,0.033806912348,0.21530535953,0.175107983852,0.7558822955099439,0.2173615698935936,0.2658476457260044,0.2427866317765526,0.283515315823121,0.2252923963460952,0.2952510889109446,0.6668670548876644,0.1800488895135572,0.183653322075334,1
2016-01-25,-0.0349375059828162,0.0894280830726999,0.01551476443,0.039552040919,0.094137516427,0.079173914805,0.146838736503,0.095192642104,0.149601705191,0.1450754649,0.1454851312948,0.9230562119412488,0.2994270740321941,0.2172760531562311,0.1948587609827987,0.2130107211917034,0.0630264040945664,0.1789932146748208,0.6141188538280936,0.1397243155436173,0.1143474865538581,0
2016-01-26,-0.1162355427630245,0.1612319789265,0.104679599495,0.028083919008,0.00347034344,0.0036263750109999,0.076352445041,0.206659084661,0.319420723104,0.037262735552,0.059212777444,0.5798114126888778,0.6367601858039711,0.2605586640852378,0.3850470661321233,0.1603492090529641,0.0500588569318548,0.164796669850617,0.5812715275345841,0.3852826535318425,0.3232571569948818,1
2016-01-27,0.0026391722261905,0.0001099392417999,0.0003184324719999,0.107588822539,0.0173190810499999,0.059774799504,0.166432387946,0.159400815696,0.186491647441,0.28152079594,0.021043294328,1.0384177112421316,0.4458938849308053,0.2992895929849345,0.2192859840494336,0.4213421786998744,0.1788125245855124,0.2593547271445147,0.2001438164919934,0.3388614123832512,0.2533143386103106,0
2016-01-28,-0.1764045558869838,0.1055603125688889,0.0413662272555555,0.1409116065488889,0.0284809827044444,0.03543314567,0.0206795946071111,0.2789506068888889,0.1572502470111111,0.16350400955,0.0278632405766666,0.3478486602619112,0.7118489072875622,0.6253847570056699,0.3236089827075696,0.3641653373730988,0.0715175595233031,0.2049986068593628,0.3376699269555082,0.1557736191093437,0.1323644219148604,1
